"promotion","promotion_cnt","year","month","months_since_promotion_max","comparatio_last","awards_points_cnt_sum_last","awards_bonus_cnt_sum_last","awards_peer_cnt_sum_last","supervisor_Y_last","tenure_in_months_last","region_America","region_Asia"
0,0,2011,7,9,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2019,6,43,0.9343,2,0,2,0,116,FALSE,TRUE
0,0,2011,7,9,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,6,8,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2011,7,9,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,7,9,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2012,5,19,0.9713,0,0,0,0,92,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2011,6,8,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2019,6,38,1.0878,9,0,0,0,109,FALSE,TRUE
0,0,2011,7,9,0.9724,0,0,0,0,10,FALSE,FALSE
0,0,2011,6,8,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2016,7,26,0.9697,3,0,4,0,95,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2011,12,13,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,4,6,0.9724,0,0,0,0,7,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,6,8,0.9724,0,0,0,0,9,FALSE,FALSE
0,0,2011,7,9,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,7,9,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,6,8,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,9,10,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,9,10,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,11,FALSE,TRUE
1,0,2011,5,7,0.9724,0,0,0,0,9,FALSE,TRUE
0,1,2011,9,3,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,7,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,7,FALSE,TRUE
0,0,2011,4,6,0.9724,0,0,0,0,7,FALSE,TRUE
0,0,2011,10,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,7,9,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,6,8,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,7,FALSE,TRUE
0,0,2011,5,6,0.9724,0,0,0,0,8,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,7,FALSE,TRUE
0,0,2011,7,9,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,6,8,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,7,9,0.9724,0,0,0,0,10,FALSE,FALSE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,FALSE
0,0,2011,10,12,0.9724,0,0,0,0,373,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,369,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,363,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,362,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,7,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,258,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,258,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,258,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,258,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,258,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,254,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,1,7,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,253,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,213,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,198,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,198,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,196,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,197,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,195,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,197,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,196,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,193,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,194,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,193,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,193,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,187,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,192,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,194,FALSE,TRUE
0,0,2012,1,15,0.9724,0,0,0,0,195,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,193,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,193,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,192,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,192,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,192,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,191,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,193,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,193,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,192,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,191,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,191,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,189,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,189,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,189,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,189,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,191,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,190,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,188,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,189,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,7,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,1,188,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,188,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,188,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,187,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,187,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,188,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,186,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,184,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,179,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,179,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,180,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,180,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,180,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,181,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,180,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,179,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,178,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,180,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,177,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,177,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,177,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,5,7,0.9724,0,0,0,0,7,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,177,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,176,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,174,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,174,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,173,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,173,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,173,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,174,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,174,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,173,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,173,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,172,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,171,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,172,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,171,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,172,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,171,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,172,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,172,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,172,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,171,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,8,10,0.9724,0,0,0,0,10,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,165,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,164,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,171,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,164,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,169,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,171,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,171,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,170,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,169,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,169,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,169,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,170,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,169,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,170,FALSE,TRUE
0,0,2011,8,9,0.9724,0,0,0,0,9,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,170,FALSE,TRUE
0,0,2011,10,12,0.9724,0,0,0,0,168,FALSE,TRUE
0,0,2011,9,11,0.9724,0,0,0,0,11,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,169,FALSE,TRUE
0,0,2011,11,13,0.9724,0,0,0,0,169,FALSE,TRUE
0,0,2011,12,14,0.9724,0,0,0,0,169,FALSE,TRUE
